year,demographic,category,vol_type,population_1000,count_1000,percentage
1994,occupation,auxiliary work,any,195.0,65.0,25.3
1994,occupation,auxiliary work,formal,195.0,27.0,10.9
1994,occupation,auxiliary work,informal,195.0,50.6,19.3
1994,occupation,auxiliary work,both_formal_informal,195.0,12.2,13.9
1994,occupation,auxiliary work,formal_only,195.0,14.3,17.4
1994,occupation,auxiliary work,informal_only,195.0,36.5,44.9
1994,occupation,higher job,any,646.1,373.3,45.3
1994,occupation,higher job,formal,646.1,214.0,25.7
1994,occupation,higher job,informal,646.1,285.6,34.7
1994,occupation,higher job,both_formal_informal,646.1,108.8,21.6
1994,occupation,higher job,formal_only,646.1,97.6,19.4
1994,occupation,higher job,informal_only,646.1,168.7,35.5
1994,occupation,highly qualified job,any,787.7,513.2,50.2
1994,occupation,highly qualified job,formal,787.7,314.5,29.9
1994,occupation,highly qualified job,informal,787.7,380.6,35.1
1994,occupation,highly qualified job,both_formal_informal,787.7,162.3,23.2
1994,occupation,highly qualified job,formal_only,787.7,146.4,22.4
1994,occupation,highly qualified job,informal_only,787.7,217.1,30.6
1994,occupation,middle job,any,1349.7,633.2,36.7
1994,occupation,middle job,formal,1349.7,341.6,19.8
1994,occupation,middle job,informal,1349.7,465.5,27.9
1994,occupation,middle job,both_formal_informal,1349.7,171.1,20.3
1994,occupation,middle job,formal_only,1349.7,174.1,20.6
1994,occupation,middle job,informal_only,1349.7,297.7,36.3
1994,region,Burgenland,any,196.4,93.7,36.2
1994,region,Burgenland,formal,196.4,49.1,18.5
1994,region,Burgenland,informal,196.4,66.8,25.1
1994,region,Burgenland,both_formal_informal,196.4,23.1,19.1
1994,region,Burgenland,formal_only,196.4,24.5,21.1
1994,region,Burgenland,informal_only,196.4,42.0,35.5
1994,region,Carinthia,any,365.7,183.2,37.8
1994,region,Carinthia,formal,365.7,89.4,18.7
1994,region,Carinthia,informal,365.7,145.0,30.4
1994,region,Carinthia,both_formal_informal,365.7,48.3,19.5
1994,region,Carinthia,formal_only,365.7,43.7,17.4
1994,region,Carinthia,informal_only,365.7,94.7,40.0
1994,region,Lower Austria,any,1071.4,586.8,40.1
1994,region,Lower Austria,formal,1071.4,302.0,20.8
1994,region,Lower Austria,informal,1071.4,414.6,28.1
1994,region,Lower Austria,both_formal_informal,1071.4,144.9,19.3
1994,region,Lower Austria,formal_only,1071.4,169.5,22.3
1994,region,Lower Austria,informal_only,1071.4,274.3,36.5
1994,region,Salzburg,any,358.0,197.0,40.6
1994,region,Salzburg,formal,358.0,108.8,22.5
1994,region,Salzburg,informal,358.0,135.1,29.3
1994,region,Salzburg,both_formal_informal,358.0,51.1,20.6
1994,region,Salzburg,formal_only,358.0,55.4,22.7
1994,region,Salzburg,informal_only,358.0,86.7,33.4
1994,region,Styria,any,810.2,390.7,38.5
1994,region,Styria,formal,810.2,212.0,19.0
1994,region,Styria,informal,810.2,295.1,27.5
1994,region,Styria,both_formal_informal,810.2,101.7,19.4
1994,region,Styria,formal_only,810.2,104.8,20.1
1994,region,Styria,informal_only,810.2,192.8,36.3
1994,region,Tyrol,any,479.6,265.5,41.6
1994,region,Tyrol,formal,479.6,164.8,26.1
1994,region,Tyrol,informal,479.6,195.5,30.6
1994,region,Tyrol,both_formal_informal,479.6,91.4,26.0
1994,region,Tyrol,formal_only,479.6,73.9,20.9
1994,region,Tyrol,informal_only,479.6,103.8,29.3
1994,region,Upper Austria,any,937.9,498.3,39.4
1994,region,Upper Austria,formal,937.9,298.6,24.2
1994,region,Upper Austria,informal,937.9,351.5,28.8
1994,region,Upper Austria,both_formal_informal,937.9,163.4,25.3
1994,region,Upper Austria,formal_only,937.9,134.8,21.7
1994,region,Upper Austria,informal_only,937.9,191.2,30.4
1994,region,Vienna,any,1253.1,515.7,32.7
1994,region,Vienna,formal,1253.1,190.0,12.3
1994,region,Vienna,informal,1253.1,417.1,26.0
1994,region,Vienna,both_formal_informal,1253.1,110.1,15.7
1994,region,Vienna,formal_only,1253.1,86.0,13.1
1994,region,Vienna,informal_only,1253.1,315.4,46.4
1994,region,Vorarlberg,any,262.1,131.8,40.8
1994,region,Vorarlberg,formal,262.1,73.6,22.8
1994,region,Vorarlberg,informal,262.1,95.8,29.2
1994,region,Vorarlberg,both_formal_informal,262.1,35.2,20.5
1994,region,Vorarlberg,formal_only,262.1,40.5,23.0
1994,region,Vorarlberg,informal_only,262.1,59.0,34.8
1994,municipality size classes,<= 10 000 inhabitants,any,1785.0,908.5,39.1
1994,municipality size classes,<= 10 000 inhabitants,formal,1785.0,504.7,22.2
1994,municipality size classes,<= 10 000 inhabitants,informal,1785.0,672.8,29.4
1994,municipality size classes,<= 10 000 inhabitants,both_formal_informal,1785.0,244.2,20.0
1994,municipality size classes,<= 10 000 inhabitants,formal_only,1785.0,245.3,20.8
1994,municipality size classes,<= 10 000 inhabitants,informal_only,1785.0,409.8,35.1
1994,municipality size classes,<= 100 000 inhabitants,any,989.3,491.5,37.3
1994,municipality size classes,<= 100 000 inhabitants,formal,989.3,231.0,18.1
1994,municipality size classes,<= 100 000 inhabitants,informal,989.3,354.5,28.4
1994,municipality size classes,<= 100 000 inhabitants,both_formal_informal,989.3,106.1,16.5
1994,municipality size classes,<= 100 000 inhabitants,formal_only,989.3,122.2,19.7
1994,municipality size classes,<= 100 000 inhabitants,informal_only,989.3,247.5,40.4
1994,municipality size classes,<= 2 500 inhabitants,any,1212.5,646.4,41.1
1994,municipality size classes,<= 2 500 inhabitants,formal,1212.5,438.7,27.6
1994,municipality size classes,<= 2 500 inhabitants,informal,1212.5,455.8,28.6
1994,municipality size classes,<= 2 500 inhabitants,both_formal_informal,1212.5,224.1,26.8
1994,municipality size classes,<= 2 500 inhabitants,formal_only,1212.5,217.3,24.2
1994,municipality size classes,<= 2 500 inhabitants,informal_only,1212.5,222.8,26.5
1994,municipality size classes,> 100 000 inhabitants,any,1791.5,789.9,32.9
1994,municipality size classes,> 100 000 inhabitants,formal,1791.5,339.0,14.2
1994,municipality size classes,> 100 000 inhabitants,informal,1791.5,648.7,27.1
1994,municipality size classes,> 100 000 inhabitants,both_formal_informal,1791.5,184.2,17.8
1994,municipality size classes,> 100 000 inhabitants,formal_only,1791.5,152.8,14.3
1994,municipality size classes,> 100 000 inhabitants,informal_only,1791.5,483.1,46.3
1994,household size,1 Person,any,1175.2,515.5,33.8
1994,household size,1 Person,formal,1175.2,237.5,16.4
1994,household size,1 Person,informal,1175.2,406.0,27.8
1994,household size,1 Person,both_formal_informal,1175.2,137.9,19.7
1994,household size,1 Person,formal_only,1175.2,102.3,15.0
1994,household size,1 Person,informal_only,1175.2,286.8,40.6
1994,household size,2 Personen,any,2107.6,985.6,37.4
1994,household size,2 Personen,formal,2107.6,464.2,18.0
1994,household size,2 Personen,informal,2107.6,781.6,28.0
1994,household size,2 Personen,both_formal_informal,2107.6,243.2,18.4
1994,household size,2 Personen,formal_only,2107.6,229.1,18.0
1994,household size,2 Personen,informal_only,2107.6,517.9,40.2
1994,household size,3 Personen,any,1094.4,544.4,38.5
1994,household size,3 Personen,formal,1094.4,276.8,19.9
1994,household size,3 Personen,informal,1094.4,413.7,29.9
1994,household size,3 Personen,both_formal_informal,1094.4,142.1,19.3
1994,household size,3 Personen,formal_only,1094.4,132.0,19.1
1994,household size,3 Personen,informal_only,1094.4,277.3,37.3
1994,household size,4 or more persons,any,1536.4,766.4,40.2
1994,household size,4 or more persons,formal,1536.4,504.2,24.7
1994,household size,4 or more persons,informal,1536.4,510.4,26.9
1994,household size,4 or more persons,both_formal_informal,1536.4,231.6,23.5
1994,household size,4 or more persons,formal_only,1536.4,259.1,26.0
1994,household size,4 or more persons,informal_only,1536.4,295.6,27.4
1994,single-person households,men,any,517.2,262.9,37.8
1994,single-person households,men,formal,517.2,135.5,19.4
1994,single-person households,men,informal,517.2,206.6,28.8
1994,single-person households,men,both_formal_informal,517.2,77.5,23.1
1994,single-person households,men,formal_only,517.2,57.0,16.1
1994,single-person households,men,informal_only,517.2,131.6,36.7
1994,single-person households,total,any,1163.7,534.2,35.2
1994,single-person households,total,formal,1163.7,242.5,15.9
1994,single-person households,total,informal,1163.7,425.9,27.7
1994,single-person households,total,both_formal_informal,1163.7,139.4,20.0
1994,single-person households,total,formal_only,1163.7,102.2,15.8
1994,single-person households,total,informal_only,1163.7,287.5,41.3
1994,single-person households,women,any,605.7,267.2,31.4
1994,single-person households,women,formal,605.7,107.4,13.3
1994,single-person households,women,informal,605.7,208.9,26.8
1994,single-person households,women,both_formal_informal,605.7,61.2,17.2
1994,single-person households,women,formal_only,605.7,48.9,14.8
1994,single-person households,women,informal_only,605.7,153.2,44.9
1994,multi-person households,no kids,any,3152.5,1607.6,39.1
1994,multi-person households,no kids,formal,3152.5,850.9,20.9
1994,multi-person households,no kids,informal,3152.5,1131.3,29.0
1994,multi-person households,no kids,both_formal_informal,3152.5,415.9,20.3
1994,multi-person households,no kids,formal_only,3152.5,431.4,20.2
1994,multi-person households,no kids,informal_only,3152.5,750.0,36.7
1994,multi-person households,total,any,4514.7,2297.5,37.8
1994,multi-person households,total,formal,4514.7,1269.1,20.8
1994,multi-person households,total,informal,4514.7,1671.3,27.8
1994,multi-person households,total,both_formal_informal,4514.7,638.7,20.7
1994,multi-person households,total,formal_only,4514.7,628.8,20.4
1994,multi-person households,total,informal_only,4514.7,1108.5,35.7
1994,multi-person households,with 1 kid,any,744.6,395.9,38.3
1994,multi-person households,with 1 kid,formal,744.6,195.6,20.3
1994,multi-person households,with 1 kid,informal,744.6,291.2,29.5
1994,multi-person households,with 1 kid,both_formal_informal,744.6,101.6,21.2
1994,multi-person households,with 1 kid,formal_only,744.6,91.6,18.4
1994,multi-person households,with 1 kid,informal_only,744.6,187.3,38.0
1994,multi-person households,with 2 or more kids,any,725.1,369.9,38.5
1994,multi-person households,with 2 or more kids,formal,725.1,210.8,22.3
1994,multi-person households,with 2 or more kids,informal,725.1,248.2,26.3
1994,multi-person households,with 2 or more kids,both_formal_informal,725.1,95.9,20.0
1994,multi-person households,with 2 or more kids,formal_only,725.1,115.3,24.0
1994,multi-person households,with 2 or more kids,informal_only,725.1,154.0,32.8
1994,multi-person households,with kids,any,1514.3,731.3,38.8
1994,multi-person households,with kids,formal,1514.3,396.2,21.1
1994,multi-person households,with kids,informal,1514.3,558.9,27.5
1994,multi-person households,with kids,both_formal_informal,1514.3,197.6,20.9
1994,multi-person households,with kids,formal_only,1514.3,206.8,20.4
1994,multi-person households,with kids,informal_only,1514.3,338.5,35.2
1997,total,total,any,6055.6,3048.7,38.6
1997,total,total,formal,6055.6,1533.8,21.3
1997,total,total,informal,6055.6,2223.6,29.4
1997,total,total,both_formal_informal,6055.6,808.5,20.8
1997,total,total,formal_only,6055.6,743.4,20.8
1997,total,total,informal_only,6055.6,1445.6,39.2
1997,gender,men,any,2896.9,1523.6,42.6
1997,gender,men,formal,2896.9,898.6,24.4
1997,gender,men,informal,2896.9,1074.6,30.0
1997,gender,men,both_formal_informal,2896.9,465.0,23.2
1997,gender,men,formal_only,2896.9,437.7,23.1
1997,gender,men,informal_only,2896.9,650.5,32.9
1997,gender,women,any,3041.5,1471.5,36.9
1997,gender,women,formal,3041.5,653.7,16.6
1997,gender,women,informal,3041.5,1094.3,28.3
1997,gender,women,both_formal_informal,3041.5,327.3,18.7
1997,gender,women,formal_only,3041.5,324.0,17.4
1997,gender,women,informal_only,3041.5,774.6,42.5
1997,age,30–39,any,1032.5,543.2,41.9
1997,age,30–39,formal,1032.5,257.9,20.8
1997,age,30–39,informal,1032.5,406.8,31.2
1997,age,30–39,both_formal_informal,1032.5,125.7,18.5
1997,age,30–39,formal_only,1032.5,135.3,19.7
1997,age,30–39,informal_only,1032.5,272.6,41.2
1997,age,40–49,any,965.7,503.5,42.7
1997,age,40–49,formal,965.7,287.3,23.0
1997,age,40–49,informal,965.7,378.4,32.1
1997,age,40–49,both_formal_informal,965.7,155.3,25.2
1997,age,40–49,formal_only,965.7,128.6,20.2
1997,age,40–49,informal_only,965.7,226.2,36.0
1997,age,50–59,any,1123.2,594.9,43.0
1997,age,50–59,formal,1123.2,324.3,22.7
1997,age,50–59,informal,1123.2,441.1,32.9
1997,age,50–59,both_formal_informal,1123.2,164.7,22.2
1997,age,50–59,formal_only,1123.2,146.4,19.6
1997,age,50–59,informal_only,1123.2,291.2,37.6
1997,age,60–69,any,883.4,461.0,40.0
1997,age,60–69,formal,883.4,212.6,19.7
1997,age,60–69,informal,883.4,357.6,32.9
1997,age,60–69,both_formal_informal,883.4,125.4,21.3
1997,age,60–69,formal_only,883.4,92.3,16.2
1997,age,60–69,informal_only,883.4,234.4,41.2
1997,age,70–79,any,568.7,227.9,32.3
1997,age,70–79,formal,568.7,133.4,19.2
1997,age,70–79,informal,568.7,163.8,23.5
1997,age,70–79,both_formal_informal,568.7,69.0,23.6
1997,age,70–79,formal_only,568.7,61.7,22.1
1997,age,70–79,informal_only,568.7,97.0,34.5
1997,age,>80,any,397.3,98.0,20.3
1997,age,>80,formal,397.3,49.5,10.0
1997,age,>80,informal,397.3,66.2,14.1
1997,age,>80,both_formal_informal,397.3,19.0,15.2
1997,age,>80,formal_only,397.3,30.8,24.6
1997,age,>80,informal_only,397.3,47.9,41.0
1997,age,<30,any,1167.9,570.1,40.3
1997,age,<30,formal,1167.9,299.5,21.5
1997,age,<30,informal,1167.9,388.2,27.5
1997,age,<30,both_formal_informal,1167.9,133.8,18.4
1997,age,<30,formal_only,1167.9,173.9,24.3
1997,age,<30,informal_only,1167.9,259.5,37.4
1997,education,(max.) Compulsory education,any,1304.6,398.8,25.1
1997,education,(max.) Compulsory education,formal,1304.6,180.5,10.9
1997,education,(max.) Compulsory education,informal,1304.6,307.4,18.9
1997,education,(max.) Compulsory education,both_formal_informal,1304.6,74.9,14.9
1997,education,(max.) Compulsory education,formal_only,1304.6,102.0,20.2
1997,education,(max.) Compulsory education,informal_only,1304.6,233.8,44.6
1997,education,matura,any,1007.8,590.0,45.8
1997,education,matura,formal,1007.8,317.3,24.7
1997,education,matura,informal,1007.8,417.7,33.3
1997,education,matura,both_formal_informal,1007.8,159.3,22.1
1997,education,matura,formal_only,1007.8,146.2,20.5
1997,education,matura,informal_only,1007.8,270.2,36.2
1997,education,"teaching, BMS",any,2730.5,1333.8,39.2
1997,education,"teaching, BMS",formal,2730.5,673.8,20.2
1997,education,"teaching, BMS",informal,2730.5,1020.3,28.8
1997,education,"teaching, BMS",both_formal_informal,2730.5,348.5,21.3
1997,education,"teaching, BMS",formal_only,2730.5,337.4,20.7
1997,education,"teaching, BMS",informal_only,2730.5,655.6,37.9
1997,education,university,any,1001.8,666.9,52.4
1997,education,university,formal,1001.8,371.5,29.8
1997,education,university,informal,1001.8,488.9,37.9
1997,education,university,both_formal_informal,1001.8,198.0,24.6
1997,education,university,formal_only,1001.8,172.7,21.1
1997,education,university,informal_only,1001.8,275.1,34.8
1997,citizenship,Austria,any,5160.9,2543.9,42.8
1997,citizenship,Austria,formal,5160.9,1392.5,22.8
1997,citizenship,Austria,informal,5160.9,1950.3,31.4
1997,citizenship,Austria,both_formal_informal,5160.9,723.3,21.4
1997,citizenship,Austria,formal_only,5160.9,700.7,20.6
1997,citizenship,Austria,informal_only,5160.9,1195.6,36.2
1997,citizenship,not Austria,any,1028.9,357.2,29.3
1997,citizenship,not Austria,formal,1028.9,151.5,11.9
1997,citizenship,not Austria,informal,1028.9,297.3,23.7
1997,citizenship,not Austria,both_formal_informal,1028.9,78.9,16.8
1997,citizenship,not Austria,formal_only,1028.9,73.6,16.3
1997,citizenship,not Austria,informal_only,1028.9,215.8,47.5
1997,birth_country,Austria,any,4588.5,2478.9,41.9
1997,birth_country,Austria,formal,4588.5,1318.9,23.0
1997,birth_country,Austria,informal,4588.5,1840.8,31.5
1997,birth_country,Austria,both_formal_informal,4588.5,695.9,22.4
1997,birth_country,Austria,formal_only,4588.5,680.6,21.0
1997,birth_country,Austria,informal_only,4588.5,1148.1,36.8
1997,birth_country,not Austria,any,1301.2,476.6,30.2
1997,birth_country,not Austria,formal,1301.2,207.6,12.1
1997,birth_country,not Austria,informal,1301.2,379.8,23.5
1997,birth_country,not Austria,both_formal_informal,1301.2,100.3,17.3
1997,birth_country,not Austria,formal_only,1301.2,100.1,16.8
1997,birth_country,not Austria,informal_only,1301.2,282.8,45.4
1997,migration,1. Generation,any,1240.8,429.7,29.1
1997,migration,1. Generation,formal,1240.8,174.5,11.6
1997,migration,1. Generation,informal,1240.8,347.6,22.5
1997,migration,1. Generation,both_formal_informal,1240.8,86.8,15.8
1997,migration,1. Generation,formal_only,1240.8,90.4,16.8
1997,migration,1. Generation,informal_only,1240.8,261.1,45.9
1997,migration,2. Generation,any,254.8,97.4,29.3
1997,migration,2. Generation,formal,254.8,33.6,10.4
1997,migration,2. Generation,informal,254.8,77.3,23.6
1997,migration,2. Generation,both_formal_informal,254.8,13.0,10.8
1997,migration,2. Generation,formal_only,254.8,20.5,16.1
1997,migration,2. Generation,informal_only,254.8,65.8,53.3
1997,migration,no migration background,any,4457.9,2429.9,43.2
1997,migration,no migration background,formal,4457.9,1363.2,24.1
1997,migration,no migration background,informal,4457.9,1808.1,31.3
1997,migration,no migration background,both_formal_informal,4457.9,690.4,22.9
1997,migration,no migration background,formal_only,4457.9,652.4,20.7
1997,migration,no migration background,informal_only,4457.9,1105.3,36.0
1997,employment,employed,any,3186.0,1696.7,43.8
1997,employment,employed,formal,3186.0,965.5,24.0
1997,employment,employed,informal,3186.0,1238.7,31.2
1997,employment,employed,both_formal_informal,3186.0,465.0,21.9
1997,employment,employed,formal_only,3186.0,465.1,21.8
1997,employment,employed,informal_only,3186.0,776.5,37.0
1997,employment,household leader,any,330.5,157.3,39.4
1997,employment,household leader,formal,330.5,74.0,18.0
1997,employment,household leader,informal,330.5,119.0,29.3
1997,employment,household leader,both_formal_informal,330.5,33.5,16.9
1997,employment,household leader,formal_only,330.5,40.5,20.7
1997,employment,household leader,informal_only,330.5,87.5,42.3
1997,employment,in training,any,472.5,247.2,42.7
1997,employment,in training,formal,472.5,136.3,22.1
1997,employment,in training,informal,472.5,174.3,29.9
1997,employment,in training,both_formal_informal,472.5,55.7,17.9
1997,employment,in training,formal_only,472.5,77.0,25.7
1997,employment,in training,informal_only,472.5,115.4,36.0
1997,employment,miscellaneous,any,218.4,100.0,34.6
1997,employment,miscellaneous,formal,218.4,50.3,18.4
1997,employment,miscellaneous,informal,218.4,83.7,30.5
1997,employment,miscellaneous,both_formal_informal,218.4,38.3,29.5
1997,employment,miscellaneous,formal_only,218.4,13.4,10.8
1997,employment,miscellaneous,informal_only,218.4,48.2,38.1
1997,employment,retired,any,1651.1,674.9,32.5
1997,employment,retired,formal,1651.1,344.5,16.8
1997,employment,retired,informal,1651.1,516.5,25.6
1997,employment,retired,both_formal_informal,1651.1,178.4,20.5
1997,employment,retired,formal_only,1651.1,160.1,19.2
1997,employment,retired,informal_only,1651.1,338.4,39.8
1997,employment,unemployed,any,251.6,93.5,30.1
1997,employment,unemployed,formal,251.6,25.6,8.7
1997,employment,unemployed,informal,251.6,81.8,26.5
1997,employment,unemployed,both_formal_informal,251.6,13.5,11.4
1997,employment,unemployed,formal_only,251.6,12.3,10.2
1997,employment,unemployed,informal_only,251.6,67.3,58.2
1997,occupation,auxiliary work,any,196.0,66.6,26.1
1997,occupation,auxiliary work,formal,196.0,27.5,11.1
1997,occupation,auxiliary work,informal,196.0,52.4,20.5
1997,occupation,auxiliary work,both_formal_informal,196.0,12.6,14.8
1997,occupation,auxiliary work,formal_only,196.0,15.5,18.2
1997,occupation,auxiliary work,informal_only,196.0,39.0,47.8
1997,occupation,higher job,any,671.9,394.1,48.1
1997,occupation,higher job,formal,671.9,215.6,27.0
1997,occupation,higher job,informal,671.9,298.2,35.3
1997,occupation,higher job,both_formal_informal,671.9,112.3,22.8
1997,occupation,higher job,formal_only,671.9,105.7,21.0
1997,occupation,higher job,informal_only,671.9,175.9,36.6
1997,occupation,highly qualified job,any,850.5,540.7,52.6
1997,occupation,highly qualified job,formal,850.5,321.7,31.5
1997,occupation,highly qualified job,informal,850.5,396.9,37.9
1997,occupation,highly qualified job,both_formal_informal,850.5,170.1,25.6
1997,occupation,highly qualified job,formal_only,850.5,154.8,23.3
1997,occupation,highly qualified job,informal_only,850.5,217.7,32.0
1997,occupation,middle job,any,1353.7,674.3,39.3
1997,occupation,middle job,formal,1353.7,355.4,20.6
1997,occupation,middle job,informal,1353.7,481.1,29.0
1997,occupation,middle job,both_formal_informal,1353.7,170.0,21.1
1997,occupation,middle job,formal_only,1353.7,185.7,21.2
1997,occupation,middle job,informal_only,1353.7,319.1,37.1
1997,region,Burgenland,any,203.1,95.7,36.7
1997,region,Burgenland,formal,203.1,49.8,19.3
1997,region,Burgenland,informal,203.1,67.2,26.8
1997,region,Burgenland,both_formal_informal,203.1,23.0,19.6
1997,region,Burgenland,formal_only,203.1,26.4,22.2
1997,region,Burgenland,informal_only,203.1,44.1,38.8
1997,region,Carinthia,any,390.1,193.1,39.5
1997,region,Carinthia,formal,390.1,92.3,19.4
1997,region,Carinthia,informal,390.1,149.6,31.1
1997,region,Carinthia,both_formal_informal,390.1,50.2,20.2
1997,region,Carinthia,formal_only,390.1,46.0,18.4
1997,region,Carinthia,informal_only,390.1,96.8,41.4
1997,region,Lower Austria,any,1148.9,607.1,43.3
1997,region,Lower Austria,formal,1148.9,327.1,22.2
1997,region,Lower Austria,informal,1148.9,431.2,29.6
1997,region,Lower Austria,both_formal_informal,1148.9,151.6,19.2
1997,region,Lower Austria,formal_only,1148.9,168.7,23.2
1997,region,Lower Austria,informal_only,1148.9,283.0,37.7
1997,region,Salzburg,any,384.9,202.6,42.5
1997,region,Salzburg,formal,384.9,112.2,23.9
1997,region,Salzburg,informal,384.9,147.2,31.2
1997,region,Salzburg,both_formal_informal,384.9,53.2,21.0
1997,region,Salzburg,formal_only,384.9,59.4,23.2
1997,region,Salzburg,informal_only,384.9,91.8,35.9
1997,region,Styria,any,830.8,407.4,38.0
1997,region,Styria,formal,830.8,218.9,19.9
1997,region,Styria,informal,830.8,313.5,28.9
1997,region,Styria,both_formal_informal,830.8,108.9,20.7
1997,region,Styria,formal_only,830.8,111.8,21.1
1997,region,Styria,informal_only,830.8,196.3,38.8
1997,region,Tyrol,any,506.9,279.2,44.5
1997,region,Tyrol,formal,506.9,165.8,26.4
1997,region,Tyrol,informal,506.9,203.9,31.6
1997,region,Tyrol,both_formal_informal,506.9,92.9,26.3
1997,region,Tyrol,formal_only,506.9,76.1,21.4
1997,region,Tyrol,informal_only,506.9,112.6,31.1
1997,region,Upper Austria,any,978.9,501.2,41.9
1997,region,Upper Austria,formal,978.9,319.2,24.1
1997,region,Upper Austria,informal,978.9,374.4,29.0
1997,region,Upper Austria,both_formal_informal,978.9,164.7,25.6
1997,region,Upper Austria,formal_only,978.9,141.8,21.8
1997,region,Upper Austria,informal_only,978.9,200.6,31.7
1997,region,Vienna,any,1325.2,547.6,34.2
1997,region,Vienna,formal,1325.2,202.7,12.4
1997,region,Vienna,informal,1325.2,452.1,27.5
1997,region,Vienna,both_formal_informal,1325.2,114.2,16.7
1997,region,Vienna,formal_only,1325.2,93.1,13.3
1997,region,Vienna,informal_only,1325.2,341.4,49.9
1997,region,Vorarlberg,any,271.3,143.8,42.8
1997,region,Vorarlberg,formal,271.3,77.2,23.6
1997,region,Vorarlberg,informal,271.3,97.1,30.5
1997,region,Vorarlberg,both_formal_informal,271.3,37.6,21.3
1997,region,Vorarlberg,formal_only,271.3,42.6,23.8
1997,region,Vorarlberg,informal_only,271.3,62.2,36.0
1997,municipality size classes,<= 10 000 inhabitants,any,1863.1,938.7,42.0
1997,municipality size classes,<= 10 000 inhabitants,formal,1863.1,522.3,23.5
1997,municipality size classes,<= 10 000 inhabitants,informal,1863.1,668.8,29.9
1997,municipality size classes,<= 10 000 inhabitants,both_formal_informal,1863.1,251.0,22.0
1997,municipality size classes,<= 10 000 inhabitants,formal_only,1863.1,267.9,22.4
1997,municipality size classes,<= 10 000 inhabitants,informal_only,1863.1,421.6,36.3
1997,municipality size classes,<= 100 000 inhabitants,any,1011.4,486.4,39.0
1997,municipality size classes,<= 100 000 inhabitants,formal,1011.4,234.0,17.9
1997,municipality size classes,<= 100 000 inhabitants,informal,1011.4,369.1,29.7
1997,municipality size classes,<= 100 000 inhabitants,both_formal_informal,1011.4,111.6,17.7
1997,municipality size classes,<= 100 000 inhabitants,formal_only,1011.4,122.8,19.8
1997,municipality size classes,<= 100 000 inhabitants,informal_only,1011.4,269.2,42.4
1997,municipality size classes,<= 2 500 inhabitants,any,1287.5,696.0,43.5
1997,municipality size classes,<= 2 500 inhabitants,formal,1287.5,470.0,28.3
1997,municipality size classes,<= 2 500 inhabitants,informal,1287.5,476.1,29.2
1997,municipality size classes,<= 2 500 inhabitants,both_formal_informal,1287.5,233.3,27.3
1997,municipality size classes,<= 2 500 inhabitants,formal_only,1287.5,222.6,25.5
1997,municipality size classes,<= 2 500 inhabitants,informal_only,1287.5,227.4,26.2
1997,municipality size classes,> 100 000 inhabitants,any,1941.6,823.7,34.4
1997,municipality size classes,> 100 000 inhabitants,formal,1941.6,338.2,14.2
1997,municipality size classes,> 100 000 inhabitants,informal,1941.6,662.8,28.0
1997,municipality size classes,> 100 000 inhabitants,both_formal_informal,1941.6,194.7,17.6
1997,municipality size classes,> 100 000 inhabitants,formal_only,1941.6,158.6,15.4
1997,municipality size classes,> 100 000 inhabitants,informal_only,1941.6,489.9,46.7
1997,household size,1 Person,any,1229.4,554.4,36.4
1997,household size,1 Person,formal,1229.4,252.9,16.9
1997,household size,1 Person,informal,1229.4,428.5,29.8
1997,household size,1 Person,both_formal_informal,1229.4,146.5,21.5
1997,household size,1 Person,formal_only,1229.4,112.7,16.4
1997,household size,1 Person,informal_only,1229.4,288.3,42.3
1997,household size,2 Personen,any,2168.1,1049.2,37.7
1997,household size,2 Personen,formal,2168.1,485.9,18.1
1997,household size,2 Personen,informal,2168.1,796.5,30.5
1997,household size,2 Personen,both_formal_informal,2168.1,261.2,20.2
1997,household size,2 Personen,formal_only,2168.1,241.1,18.6
1997,household size,2 Personen,informal_only,2168.1,527.5,41.2
1997,household size,3 Personen,any,1112.2,575.2,39.9
1997,household size,3 Personen,formal,1112.2,292.0,21.0
1997,household size,3 Personen,informal,1112.2,444.5,30.3
1997,household size,3 Personen,both_formal_informal,1112.2,145.4,20.5
1997,household size,3 Personen,formal_only,1112.2,140.2,19.9
1997,household size,3 Personen,informal_only,1112.2,287.0,41.1
1997,household size,4 or more persons,any,1549.0,810.9,42.2
1997,household size,4 or more persons,formal,1549.0,532.8,26.1
1997,household size,4 or more persons,informal,1549.0,545.4,27.3
1997,household size,4 or more persons,both_formal_informal,1549.0,244.9,24.5
1997,household size,4 or more persons,formal_only,1549.0,273.6,26.7
1997,household size,4 or more persons,informal_only,1549.0,295.5,29.7
1997,single-person households,men,any,563.9,274.1,39.3
1997,single-person households,men,formal,563.9,143.1,20.4
1997,single-person households,men,informal,563.9,212.5,30.7
1997,single-person households,men,both_formal_informal,563.9,80.1,23.7
1997,single-person households,men,formal_only,563.9,57.6,16.8
1997,single-person households,men,informal_only,563.9,133.1,40.0
1997,single-person households,total,any,1166.3,552.5,36.2
1997,single-person households,total,formal,1166.3,248.7,17.1
1997,single-person households,total,informal,1166.3,440.0,29.7
1997,single-person households,total,both_formal_informal,1166.3,146.6,21.4
1997,single-person households,total,formal_only,1166.3,107.5,16.3
1997,single-person households,total,informal_only,1166.3,296.4,42.3
1997,single-person households,women,any,645.0,264.4,33.2
1997,single-person households,women,formal,645.0,114.4,14.0
1997,single-person households,women,informal,645.0,215.8,26.8
